well;ID;sample;dominant_family;percentage;reads_spikein;reads
I23-1331-M22_S2298_R1_001;I23-1331-M22;sample;Comamonadaceae;16,75;5087;75888
I23-1331-M23_S2314_R1_001;I23-1331-M23;sample;Oxalobacteraceae;100;1;151
I23-1331-M24_S2330_R1_001;I23-1331-M24;sample;Microbacteriaceae;81,31;4574;67967
I23-1331-N01_S1963_R1_001;I23-1331-N01;sample;Micrococcaceae;38,45;1368;14628
I23-1331-N02_S1979_R1_001;I23-1331-N02;sample;Pseudomonadaceae;85,25;8894;119514
I23-1331-N03_S1995_R1_001;I23-1331-N03;sample;Pseudomonadaceae;25;4;194
I23-1331-N04_S2011_R1_001;I23-1331-N04;sample;Pseudomonadaceae;84,65;6607;72652
I23-1331-N05_S2027_R1_001;I23-1331-N05;sample;Microbacteriaceae;9,02;7741;98050
I23-1331-N06_S2043_R1_001;I23-1331-N06;sample;Pseudomonadaceae;62,46;8099;84523
I23-1331-N07_S2059_R1_001;I23-1331-N07;sample;0;0;2;223
I23-1331-N08_S2075_R1_001;I23-1331-N08;sample;Microbacteriaceae;12,28;3550;34661
I23-1331-N09_S2091_R1_001;I23-1331-N09;sample;Xanthomonadaceae;16,69;5183;57673
I23-1331-N10_S2107_R1_001;I23-1331-N10;sample;Bacillaceae;88,25;4631;59659
I23-1331-N11_S2123_R1_001;I23-1331-N11;sample;0;0;7;308
I23-1331-N12_S2139_R1_001;I23-1331-N12;sample;Pseudomonadaceae;86,27;437;3887
I23-1331-N13_S2155_R1_001;I23-1331-N13;sample;Bacillaceae;5,15;2407;25110
I23-1331-N14_S2171_R1_001;I23-1331-N14;sample;Xanthomonadaceae;78,64;1353;11202
I23-1331-N15_S2187_R1_001;I23-1331-N15;sample;Microbacteriaceae;23,36;8412;106238
I23-1331-N16_S2203_R1_001;I23-1331-N16;sample;Sphingobacteriaceae;4,83;269;3074
I23-1331-N17_S2219_R1_001;I23-1331-N17;sample;Streptomycetaceae;33,63;2007;17663
I23-1331-N18_S2235_R1_001;I23-1331-N18;sample;Comamonadaceae;40,5;6030;57121
I23-1331-N19_S2251_R1_001;I23-1331-N19;sample;Planococcaceae;1,3;2844;27328
I23-1331-N20_S2267_R1_001;I23-1331-N20;sample;Xanthomonadaceae;54,31;197;2367
I23-1331-N21_S2283_R1_001;I23-1331-N21;sample;Streptomycetaceae;40,28;715;6217
I23-1331-N22_S2299_R1_001;I23-1331-N22;sample;Xanthomonadaceae;57,75;329;3428
I23-1331-N23_S2315_R1_001;I23-1331-N23;sample;Pseudomonadaceae;77,08;48;503
I23-1331-N24_S2331_R1_001;I23-1331-N24;sample;Xanthomonadaceae;55,72;472;4133
I23-1331-O01_S1964_R1_001;I23-1331-O01;sample;Pseudomonadaceae;50;2;342
I23-1331-O02_S1980_R1_001;I23-1331-O02;sample;Bacillaceae;2,29;2185;24667
I23-1331-O03_S1996_R1_001;I23-1331-O03;sample;Cellulomonadaceae;12,5;8;275
I23-1331-O04_S2012_R1_001;I23-1331-O04;sample;Bacillaceae;100;1;143
I23-1331-O05_S2028_R1_001;I23-1331-O05;sample;Moraxellaceae;43,18;44;552
I23-1331-O06_S2044_R1_001;I23-1331-O06;sample;Phyllobacteriaceae;13,41;686;6588
I23-1331-O07_S2060_R1_001;I23-1331-O07;sample;Bacillaceae;61,84;152;1608
I23-1331-O08_S2076_R1_001;I23-1331-O08;sample;Nocardiaceae;4,13;218;1740
I23-1331-O09_S2092_R1_001;I23-1331-O09;sample;0;0;2;247
I23-1331-O10_S2108_R1_001;I23-1331-O10;sample;Microbacteriaceae;23,35;6757;83671
I23-1331-O11_S2124_R1_001;I23-1331-O11;sample;Enterobacteriaceae;82,63;259;2454
I23-1331-O12_S2140_R1_001;I23-1331-O12;sample;Microbacteriaceae;22,99;7203;81523
I23-1331-O13_S2156_R1_001;I23-1331-O13;sample;Enterobacteriaceae;84,1;239;2442
I23-1331-O14_S2172_R1_001;I23-1331-O14;sample;Xanthomonadaceae;69,98;7125;95534
I23-1331-O15_S2188_R1_001;I23-1331-O15;sample;Enterobacteriaceae;66,67;48;527
I23-1331-O16_S2204_R1_001;I23-1331-O16;sample;Nocardioidaceae;17,08;7868;114763
I23-1331-O17_S2220_R1_001;I23-1331-O17;sample;Enterobacteriaceae;84,08;490;4861
I23-1331-O18_S2236_R1_001;I23-1331-O18;sample;Xanthomonadaceae;82,44;6366;71819
I23-1331-O19_S2252_R1_001;I23-1331-O19;sample;Enterobacteriaceae;70,09;117;1071
I23-1331-O20_S2268_R1_001;I23-1331-O20;sample;Microbacteriaceae;19,65;4229;52756
I23-1331-O21_S2284_R1_001;I23-1331-O21;sample;Enterobacteriaceae;86,08;352;3180
I23-1331-O22_S2300_R1_001;I23-1331-O22;sample;Kribbellaceae;2;450;6677
I23-1331-O23_S2316_R1_001;I23-1331-O23;sample;Enterobacteriaceae;68,75;64;550
I23-1331-O24_S2332_R1_001;I23-1331-O24;sample;Streptomycetaceae;48,7;3419;31085
I23-1331-P01_S1965_R1_001;I23-1331-P01;sample;Pseudomonadaceae;81,11;7831;104601
I23-1331-P02_S1981_R1_001;I23-1331-P02;sample;Sphingobacteriaceae;20,61;956;11142
I23-1331-P03_S1997_R1_001;I23-1331-P03;sample;Microbacteriaceae;17,28;5965;74191
I23-1331-P04_S2013_R1_001;I23-1331-P04;sample;Xanthomonadaceae;59,06;552;5187
I23-1331-P05_S2029_R1_001;I23-1331-P05;sample;Bacillaceae;82,76;5940;69735
I23-1331-P06_S2045_R1_001;I23-1331-P06;sample;Micrococcaceae;18,78;4595;47338
I23-1331-P07_S2061_R1_001;I23-1331-P07;sample;Xanthomonadaceae;74,2;659;6727
I23-1331-P08_S2077_R1_001;I23-1331-P08;sample;Micrococcaceae;28,65;5787;64629
I23-1331-P09_S2093_R1_001;I23-1331-P09;sample;Micrococcaceae;24,6;2467;25369
I23-1331-P10_S2109_R1_001;I23-1331-P10;sample;Micrococcaceae;28,69;4594;50193
I23-1331-P11_S2125_R1_001;I23-1331-P11;sample;Pseudomonadaceae;50,32;793;7282
I23-1331-P12_S2141_R1_001;I23-1331-P12;sample;Micrococcaceae;26,83;2538;22646
I23-1331-P13_S2157_R1_001;I23-1331-P13;sample;Comamonadaceae;81,32;1499;13065
I23-1331-P14_S2173_R1_001;I23-1331-P14;sample;Boseaceae;17,05;1337;12799
I23-1331-P15_S2189_R1_001;I23-1331-P15;sample;Bacillaceae;91,09;4734;59381
I23-1331-P16_S2205_R1_001;I23-1331-P16;sample;Xanthomonadaceae;51,92;495;4955
I23-1331-P17_S2221_R1_001;I23-1331-P17;sample;Xanthomonadaceae;63,38;71;614
I23-1331-P18_S2237_R1_001;I23-1331-P18;sample;Pseudomonadaceae;70,1;1572;16637
I23-1331-P19_S2253_R1_001;I23-1331-P19;sample;Xanthomonadaceae;61,02;59;834
I23-1331-P20_S2269_R1_001;I23-1331-P20;sample;Pseudomonadaceae;45,11;1789;19889
I23-1331-P21_S2285_R1_001;I23-1331-P21;sample;Pseudomonadaceae;78,76;659;6940
I23-1331-P22_S2301_R1_001;I23-1331-P22;sample;Microbacteriaceae;15,17;1898;26449
I23-1331-P23_S2317_R1_001;I23-1331-P23;sample;Bacillaceae;11,11;9;204
I23-1331-P24_S2333_R1_001;I23-1331-P24;sample;Micrococcaceae;26,62;154;1292
I23-1332-A01_S2334_R1_001;I23-1332-A01;positive;Hominidae;3,28;5483;78947
I23-1332-A02_S2350_R1_001;I23-1332-A02;negative;0;0;1;69
I23-1332-A03_S2366_R1_001;I23-1332-A03;sample;Pseudomonadaceae;59,72;2949;33610
I23-1332-A04_S2382_R1_001;I23-1332-A04;sample;Microbacteriaceae;34,31;3445;39833
I23-1332-A05_S2398_R1_001;I23-1332-A05;sample;Microbacteriaceae;16;5013;64122
I23-1332-A06_S2414_R1_001;I23-1332-A06;sample;Microbacteriaceae;34,35;7305;87839
I23-1332-A07_S2430_R1_001;I23-1332-A07;sample;Micrococcaceae;27,63;5013;52261
I23-1332-A08_S2446_R1_001;I23-1332-A08;sample;Microbacteriaceae;77,87;2368;25664
I23-1332-A09_S2462_R1_001;I23-1332-A09;sample;Rhizobiaceae;21,35;609;8496
I23-1332-A10_S2478_R1_001;I23-1332-A10;sample;Microbacteriaceae;21,33;5481;63570
I23-1332-A11_S2494_R1_001;I23-1332-A11;sample;Methylobacteriaceae;5,01;2695;30925
I23-1332-A12_S2510_R1_001;I23-1332-A12;sample;Microbacteriaceae;19,72;3950;34512
I23-1332-A13_S2526_R1_001;I23-1332-A13;sample;Bacillaceae;58;3729;45523
I23-1332-A14_S2542_R1_001;I23-1332-A14;sample;Microbacteriaceae;41,17;4464;51422
I23-1332-A15_S2558_R1_001;I23-1332-A15;sample;Methylobacteriaceae;1,84;2008;24166
I23-1332-A16_S2574_R1_001;I23-1332-A16;sample;Pseudomonadaceae;81,71;1498;14939
I23-1332-A17_S2590_R1_001;I23-1332-A17;sample;Nocardiaceae;6,43;7874;95017
I23-1332-A18_S2606_R1_001;I23-1332-A18;sample;Alcaligenaceae;22,94;3208;33129
I23-1332-A19_S2622_R1_001;I23-1332-A19;sample;Methylobacteriaceae;65,57;122;1314
I23-1332-A20_S2638_R1_001;I23-1332-A20;sample;Pseudomonadaceae;56,53;858;9869
I23-1332-A21_S2654_R1_001;I23-1332-A21;sample;Bacillaceae;66,16;6304;80364
I23-1332-A22_S2670_R1_001;I23-1332-A22;sample;0;0;0;29
I23-1332-A23_S2686_R1_001;I23-1332-A23;sample;Alcaligenaceae;87,92;3643;42980
I23-1332-A24_S2702_R1_001;I23-1332-A24;sample;Microbacteriaceae;16,02;181;1430
I23-1332-B01_S2335_R1_001;I23-1332-B01;postive;Hominidae;3,17;5203;78775
I23-1332-B02_S2351_R1_001;I23-1332-B02;negative ;Propionibacteriaceae;100;1;65
I23-1332-B03_S2367_R1_001;I23-1332-B03;sample;Enterobacteriaceae;92,08;101;1182
I23-1332-B04_S2383_R1_001;I23-1332-B04;sample;Xanthomonadaceae;39,2;5610;78619
I23-1332-B05_S2399_R1_001;I23-1332-B05;sample;Bacillaceae;92,14;1744;24822
I23-1332-B06_S2415_R1_001;I23-1332-B06;sample;Comamonadaceae;38,96;2780;34330
I23-1332-B07_S2431_R1_001;I23-1332-B07;sample;Caulobacteraceae;24,63;3313;36791
I23-1332-B08_S2447_R1_001;I23-1332-B08;sample;Comamonadaceae;29,73;2126;22699
I23-1332-B09_S2463_R1_001;I23-1332-B09;sample;Xanthomonadaceae;10,78;3591;48451
I23-1332-B10_S2479_R1_001;I23-1332-B10;sample;Nocardioidaceae;7,43;2436;29128
I23-1332-B11_S2495_R1_001;I23-1332-B11;sample;Xanthomonadaceae;70,4;4209;54832
I23-1332-B12_S2511_R1_001;I23-1332-B12;sample;Rhizobiaceae;14,7;4149;41596
I23-1332-B13_S2527_R1_001;I23-1332-B13;sample;Comamonadaceae;13,16;3344;49448
I23-1332-B14_S2543_R1_001;I23-1332-B14;sample;Oxalobacteraceae;18,43;2762;34634
I23-1332-B15_S2559_R1_001;I23-1332-B15;sample;Nocardioidaceae;5,64;2801;32105
I23-1332-B16_S2575_R1_001;I23-1332-B16;sample;Flavobacteriaceae;13,23;18467;267226
I23-1332-B17_S2591_R1_001;I23-1332-B17;sample;Microbacteriaceae;10,61;905;10317
I23-1332-B18_S2607_R1_001;I23-1332-B18;sample;Oxalobacteraceae;13,63;5914;80881
I23-1332-B19_S2623_R1_001;I23-1332-B19;sample;Microbacteriaceae;49,56;2494;30339
I23-1332-B20_S2639_R1_001;I23-1332-B20;sample;Caulobacteraceae;16,33;753;7953
I23-1332-B21_S2655_R1_001;I23-1332-B21;sample;Microbacteriaceae;9,69;6118;71507
I23-1332-B22_S2671_R1_001;I23-1332-B22;sample;Microbacteriaceae;30,88;353;3244
I23-1332-B23_S2687_R1_001;I23-1332-B23;sample;Pseudomonadaceae;78,57;2310;27027
I23-1332-B24_S2703_R1_001;I23-1332-B24;sample;0;0;3;61
I23-1332-C01_S2336_R1_001;I23-1332-C01;sample;Microbacteriaceae;16,76;2393;31526
I23-1332-C02_S2352_R1_001;I23-1332-C02;sample;Phyllobacteriaceae;33,8;2231;28907
I23-1332-C03_S2368_R1_001;I23-1332-C03;sample;Mycobacteriaceae;30,68;5952;85536
I23-1332-C04_S2384_R1_001;I23-1332-C04;sample;Streptomycetaceae;40,2;5868;80781
I23-1332-C05_S2400_R1_001;I23-1332-C05;sample;Microbacteriaceae;17,95;3661;55737
I23-1332-C06_S2416_R1_001;I23-1332-C06;sample;0;0;0;62
I23-1332-C07_S2432_R1_001;I23-1332-C07;sample;Methylobacteriaceae;8,3;6231;68386
I23-1332-C08_S2448_R1_001;I23-1332-C08;sample;Streptomycetaceae;32,24;7231;99967
I23-1332-C09_S2464_R1_001;I23-1332-C09;sample;Methylobacteriaceae;19,34;5010;82378
I23-1332-C10_S2480_R1_001;I23-1332-C10;sample;Streptomycetaceae;38,37;245;2868
I23-1332-C11_S2496_R1_001;I23-1332-C11;sample;0;0;0;79
I23-1332-C12_S2512_R1_001;I23-1332-C12;sample;Rhizobiaceae;36,04;2927;36590
I23-1332-C13_S2528_R1_001;I23-1332-C13;sample;Microbacteriaceae;18,46;5580;80055
I23-1332-C14_S2544_R1_001;I23-1332-C14;sample;Rhizobiaceae;21,15;104;1431
I23-1332-C15_S2560_R1_001;I23-1332-C15;sample;Boseaceae;20,49;4808;71590
I23-1332-C16_S2576_R1_001;I23-1332-C16;sample;Oxalobacteraceae;24,07;1450;20342
I23-1332-C17_S2592_R1_001;I23-1332-C17;sample;Streptomycetaceae;84,45;5223;89088
I23-1332-C18_S2608_R1_001;I23-1332-C18;sample;Burkholderiaceae;13,04;23;270
I23-1332-C19_S2624_R1_001;I23-1332-C19;sample;Streptomycetaceae;45,77;3463;50719
I23-1332-C20_S2640_R1_001;I23-1332-C20;sample;Microbacteriaceae;12,51;2295;28345
I23-1332-C21_S2656_R1_001;I23-1332-C21;sample;Mycobacteriaceae;19,01;1131;13624
I23-1332-C22_S2672_R1_001;I23-1332-C22;sample;Rhizobiaceae;10,92;1447;16831
I23-1332-C23_S2688_R1_001;I23-1332-C23;sample;Microbacteriaceae;79,19;2941;39407
I23-1332-C24_S2704_R1_001;I23-1332-C24;sample;Pseudomonadaceae;33,69;2122;19658
I23-1332-D01_S2337_R1_001;I23-1332-D01;sample;Sphingobacteriaceae;2,21;5215;78834
I23-1332-D02_S2353_R1_001;I23-1332-D02;sample;Comamonadaceae;18,68;4667;63257
I23-1332-D03_S2369_R1_001;I23-1332-D03;sample;Microbacteriaceae;69,46;5564;82291
I23-1332-D04_S2385_R1_001;I23-1332-D04;sample;Caulobacteraceae;57,32;1987;20694
I23-1332-D05_S2401_R1_001;I23-1332-D05;sample;Rhizobiaceae;13,54;5619;75053
I23-1332-D06_S2417_R1_001;I23-1332-D06;sample;Xanthomonadaceae;69,13;3505;40928
I23-1332-D07_S2433_R1_001;I23-1332-D07;sample;Xanthomonadaceae;41,2;7263;83370
I23-1332-D08_S2449_R1_001;I23-1332-D08;sample;Microbacteriaceae;9,83;6613;92995
I23-1332-D09_S2465_R1_001;I23-1332-D09;sample;Micrococcaceae;39,89;6222;86444
I23-1332-D10_S2481_R1_001;I23-1332-D10;sample;Flavobacteriaceae;29,37;4998;62023
I23-1332-D11_S2497_R1_001;I23-1332-D11;sample;Comamonadaceae;16,42;4641;64265
I23-1332-D12_S2513_R1_001;I23-1332-D12;sample;Oxalobacteraceae;9,35;567;6416
I23-1332-D13_S2529_R1_001;I23-1332-D13;sample;Rhizobiaceae;13,01;3529;50109
I23-1332-D14_S2545_R1_001;I23-1332-D14;sample;Micrococcaceae;42,45;5470;79029
I23-1332-D15_S2561_R1_001;I23-1332-D15;sample;Methylobacteriaceae;6,55;6058;79964
I23-1332-D16_S2577_R1_001;I23-1332-D16;sample;Comamonadaceae;19,58;4188;42951
I23-1332-D17_S2593_R1_001;I23-1332-D17;sample;Microbacteriaceae;9,1;6849;99176
I23-1332-D18_S2609_R1_001;I23-1332-D18;sample;Micrococcaceae;41,6;5351;63064
I23-1332-D19_S2625_R1_001;I23-1332-D19;sample;Xanthomonadaceae;70,29;3362;40798
I23-1332-D20_S2641_R1_001;I23-1332-D20;sample;Microbacteriaceae;70,62;987;10814
I23-1332-D21_S2657_R1_001;I23-1332-D21;sample;Microbacteriaceae;39,83;2310;26930
I23-1332-D22_S2673_R1_001;I23-1332-D22;sample;Rhizobiaceae;13,24;1080;11539
I23-1332-D23_S2689_R1_001;I23-1332-D23;sample;Pseudomonadaceae;61,25;1920;23517
I23-1332-D24_S2705_R1_001;I23-1332-D24;sample;Sphingobacteriaceae;10,79;2233;20929
I23-1332-E01_S2338_R1_001;I23-1332-E01;sample;Pseudomonadaceae;64,32;6869;107679
I23-1332-E02_S2354_R1_001;I23-1332-E02;sample;Pseudomonadaceae;60;150;1967
I23-1332-E03_S2370_R1_001;I23-1332-E03;sample;Alcaligenaceae;84,65;834;11402
I23-1332-E04_S2386_R1_001;I23-1332-E04;sample;Pseudomonadaceae;59,09;264;3262
I23-1332-E05_S2402_R1_001;I23-1332-E05;sample;Streptomycetaceae;34,52;3766;52149
I23-1332-E06_S2418_R1_001;I23-1332-E06;sample;Flavobacteriaceae;20,66;973;16214
I23-1332-E07_S2434_R1_001;I23-1332-E07;sample;Microbacteriaceae;20,76;8896;102111
I23-1332-E08_S2450_R1_001;I23-1332-E08;sample;Pseudomonadaceae;43,3;351;4116
I23-1332-E09_S2466_R1_001;I23-1332-E09;sample;Microbacteriaceae;18,36;5288;80727
I23-1332-E10_S2482_R1_001;I23-1332-E10;sample;Xanthomonadaceae;15,79;19;268
I23-1332-E11_S2498_R1_001;I23-1332-E11;sample;Streptomycetaceae;49,19;7431;121484
I23-1332-E12_S2514_R1_001;I23-1332-E12;sample;Pseudomonadaceae;25;8;200
I23-1332-E13_S2530_R1_001;I23-1332-E13;sample;Microbacteriaceae;17,38;6105;99072
I23-1332-E14_S2546_R1_001;I23-1332-E14;sample;Hominidae;86,21;29;473
I23-1332-E15_S2562_R1_001;I23-1332-E15;sample;Hominidae;43,8;121;1507
I23-1332-E16_S2578_R1_001;I23-1332-E16;sample;Pseudomonadaceae;54,61;1183;13505
I23-1332-E17_S2594_R1_001;I23-1332-E17;sample;Pseudomonadaceae;16,67;6;135
I23-1332-E18_S2610_R1_001;I23-1332-E18;sample;Micrococcaceae;26,51;381;4438
I23-1332-E19_S2626_R1_001;I23-1332-E19;sample;Micrococcaceae;27,08;4331;49390
I23-1332-E20_S2642_R1_001;I23-1332-E20;sample;Phyllobacteriaceae;25,93;27;355
I23-1332-E21_S2658_R1_001;I23-1332-E21;sample;Microbacteriaceae;72,47;2772;28789
I23-1332-E22_S2674_R1_001;I23-1332-E22;sample;Pseudomonadaceae;43,14;51;589
I23-1332-E23_S2690_R1_001;I23-1332-E23;sample;Microbacteriaceae;16,77;3715;52521
I23-1332-E24_S2706_R1_001;I23-1332-E24;sample;Micrococcaceae;15,29;595;5371
I23-1332-F01_S2339_R1_001;I23-1332-F01;sample;Micrococcaceae;40,83;12043;168567
I23-1332-F02_S2355_R1_001;I23-1332-F02;sample;Aurantimonadaceae;2,99;6022;91084
I23-1332-F03_S2371_R1_001;I23-1332-F03;sample;Microbacteriaceae;70,49;7420;101200
I23-1332-F04_S2387_R1_001;I23-1332-F04;sample;Pseudomonadaceae;45,52;6900;96267
I23-1332-F05_S2403_R1_001;I23-1332-F05;sample;Xanthomonadaceae;39,79;5363;72139
I23-1332-F06_S2419_R1_001;I23-1332-F06;sample;Pseudomonadaceae;58,47;3855;49779
I23-1332-F07_S2435_R1_001;I23-1332-F07;sample;Micrococcaceae;36,35;8100;97760
I23-1332-F08_S2451_R1_001;I23-1332-F08;sample;Pseudomonadaceae;56,46;6181;77388
I23-1332-F09_S2467_R1_001;I23-1332-F09;sample;Sphingobacteriaceae;12,56;9699;135523
I23-1332-F10_S2483_R1_001;I23-1332-F10;sample;Pseudomonadaceae;67,77;7561;100817
I23-1332-F11_S2499_R1_001;I23-1332-F11;sample;Comamonadaceae;15,98;6470;94029
I23-1332-F12_S2515_R1_001;I23-1332-F12;sample;Pseudomonadaceae;70,29;6216;84197
I23-1332-F13_S2531_R1_001;I23-1332-F13;sample;Microbacteriaceae;17,6;6784;101629
I23-1332-F14_S2547_R1_001;I23-1332-F14;sample;Pseudomonadaceae;62,97;7461;101356
I23-1332-F15_S2563_R1_001;I23-1332-F15;sample;Rhizobiaceae;85,5;6878;94800
I23-1332-F16_S2579_R1_001;I23-1332-F16;sample;0;0;10;190
I23-1332-F17_S2595_R1_001;I23-1332-F17;sample;Microbacteriaceae;50;2;129
I23-1332-F18_S2611_R1_001;I23-1332-F18;sample;Pseudomonadaceae;67,61;4326;59950
I23-1332-F19_S2627_R1_001;I23-1332-F19;sample;Pseudomonadaceae;86,75;4476;57923
I23-1332-F20_S2643_R1_001;I23-1332-F20;sample;Oxalobacteraceae;23,41;1756;19859
I23-1332-F21_S2659_R1_001;I23-1332-F21;sample;Xanthomonadaceae;69,67;3370;35317
I23-1332-F22_S2675_R1_001;I23-1332-F22;sample;Oxalobacteraceae;36,02;1752;19360
I23-1332-F23_S2691_R1_001;I23-1332-F23;sample;Micrococcaceae;41,69;3025;35344
I23-1332-F24_S2707_R1_001;I23-1332-F24;sample;Oxalobacteraceae;20,96;1932;17224
I23-1332-G01_S2340_R1_001;I23-1332-G01;sample;Microbacteriaceae;20,74;1929;39064
I23-1332-G02_S2356_R1_001;I23-1332-G02;sample;Xanthomonadaceae;62,22;45;527
I23-1332-G03_S2372_R1_001;I23-1332-G03;sample;Microbacteriaceae;17,96;3290;48362
I23-1332-G04_S2388_R1_001;I23-1332-G04;sample;Micrococcaceae;15,53;4564;50941
I23-1332-G05_S2404_R1_001;I23-1332-G05;sample;Bacillaceae;71,84;5359;62638
I23-1332-G06_S2420_R1_001;I23-1332-G06;sample;Pseudomonadaceae;32,55;3505;41163
I23-1332-G07_S2436_R1_001;I23-1332-G07;sample;Microbacteriaceae;18,59;2824;37855
I23-1332-G08_S2452_R1_001;I23-1332-G08;sample;Pseudomonadaceae;60,65;465;6943
I23-1332-G09_S2468_R1_001;I23-1332-G09;sample;Microbacteriaceae;20,58;9603;145574
I23-1332-G10_S2484_R1_001;I23-1332-G10;sample;Streptomycetaceae;85,39;3045;35751
I23-1332-G11_S2500_R1_001;I23-1332-G11;sample;Micrococcaceae;26,67;45;912
I23-1332-G12_S2516_R1_001;I23-1332-G12;sample;Alcaligenaceae;85,87;3389;38621
I23-1332-G13_S2532_R1_001;I23-1332-G13;sample;Microbacteriaceae;14,2;7514;107386
I23-1332-G14_S2548_R1_001;I23-1332-G14;sample;Alcaligenaceae;23,81;105;1206
I23-1332-G15_S2564_R1_001;I23-1332-G15;sample;Microbacteriaceae;15,19;4286;54533
I23-1332-G16_S2580_R1_001;I23-1332-G16;sample;Alcaligenaceae;81,71;82;1190
I23-1332-G17_S2596_R1_001;I23-1332-G17;sample;Streptococcaceae;0,88;792;9276
I23-1332-G18_S2612_R1_001;I23-1332-G18;sample;Alcaligenaceae;78,09;178;1784
I23-1332-G19_S2628_R1_001;I23-1332-G19;sample;Microbacteriaceae;17,32;2846;36089
I23-1332-G20_S2644_R1_001;I23-1332-G20;sample;Microbacteriaceae;19,1;2471;29148
I23-1332-G21_S2660_R1_001;I23-1332-G21;sample;Alcaligenaceae;66,67;3;125
I23-1332-G22_S2676_R1_001;I23-1332-G22;sample;Pseudomonadaceae;56,82;718;7459
I23-1332-G23_S2692_R1_001;I23-1332-G23;sample;Micrococcaceae;30,12;913;9670
I23-1332-G24_S2708_R1_001;I23-1332-G24;sample;Microbacteriaceae;14,03;2530;22579
I23-1332-H01_S2341_R1_001;I23-1332-H01;sample;Sphingobacteriaceae;64,33;7143;121703
I23-1332-H02_S2357_R1_001;I23-1332-H02;sample;Paenibacillaceae;2,79;8378;134837
I23-1332-H03_S2373_R1_001;I23-1332-H03;sample;Sphingobacteriaceae;10,77;7329;114734
I23-1332-H04_S2389_R1_001;I23-1332-H04;sample;Paenibacillaceae;2,49;8403;130999
I23-1332-H05_S2405_R1_001;I23-1332-H05;sample;Pseudomonadaceae;92,6;6309;93011
I23-1332-H06_S2421_R1_001;I23-1332-H06;sample;Paenibacillaceae;2,79;4771;65778
I23-1332-H07_S2437_R1_001;I23-1332-H07;sample;Pseudomonadaceae;69,84;8173;100467
I23-1332-H08_S2453_R1_001;I23-1332-H08;sample;Paenibacillaceae;2,71;8092;112781
I23-1332-H09_S2469_R1_001;I23-1332-H09;sample;Pseudomonadaceae;37,4;8374;131639
I23-1332-H10_S2485_R1_001;I23-1332-H10;sample;Paenibacillaceae;2,56;7841;113203
I23-1332-H11_S2501_R1_001;I23-1332-H11;sample;Caulobacteraceae;29,98;7575;116544
I23-1332-H12_S2517_R1_001;I23-1332-H12;sample;Paenibacillaceae;2,74;6741;108964
I23-1332-H13_S2533_R1_001;I23-1332-H13;sample;Caulobacteraceae;20,78;7386;127510
I23-1332-H14_S2549_R1_001;I23-1332-H14;sample;Paenibacillaceae;2,72;7937;114577
I23-1332-H15_S2565_R1_001;I23-1332-H15;sample;Rhizobiaceae;86,83;9704;147842
I23-1332-H16_S2581_R1_001;I23-1332-H16;sample;Paenibacillaceae;2,53;9744;142729
I23-1332-H17_S2597_R1_001;I23-1332-H17;sample;Pseudomonadaceae;83,8;2982;38551
I23-1332-H18_S2613_R1_001;I23-1332-H18;sample;Paenibacillaceae;2,12;2836;35091
I23-1332-H19_S2629_R1_001;I23-1332-H19;sample;Pseudomonadaceae;50,34;2213;26882
I23-1332-H20_S2645_R1_001;I23-1332-H20;sample;Paenibacillaceae;2,92;171;2052
I23-1332-H21_S2661_R1_001;I23-1332-H21;sample;Microbacteriaceae;33,33;3;78
I23-1332-H22_S2677_R1_001;I23-1332-H22;sample;Paenibacillaceae;3;500;5511
I23-1332-H23_S2693_R1_001;I23-1332-H23;sample;Micrococcaceae;18,78;2007;25760
I23-1332-H24_S2709_R1_001;I23-1332-H24;sample;Paenibacillaceae;4,03;149;1523
I23-1332-I01_S2342_R1_001;I23-1332-I01;sample;Pseudomonadaceae;14,81;27;446
I23-1332-I02_S2358_R1_001;I23-1332-I02;sample;Streptomycetaceae;38,55;179;2614
I23-1332-I03_S2374_R1_001;I23-1332-I03;sample;Alcaligenaceae;25;4;196
I23-1332-I04_S2390_R1_001;I23-1332-I04;sample;Pseudomonadaceae;62,16;4598;64913
I23-1332-I05_S2406_R1_001;I23-1332-I05;sample;Pseudomonadaceae;19,05;21;286
I23-1332-I06_S2422_R1_001;I23-1332-I06;sample;Pseudomonadaceae;56,45;372;3366
I23-1332-I07_S2438_R1_001;I23-1332-I07;sample;Nocardiaceae;72,65;2790;34118
I23-1332-I08_S2454_R1_001;I23-1332-I08;sample;Pseudomonadaceae;48,85;131;1259
I23-1332-I09_S2470_R1_001;I23-1332-I09;sample;Microbacteriaceae;11,96;2474;36030
I23-1332-I10_S2486_R1_001;I23-1332-I10;sample;Intrasporangiaceae;1,99;1309;23153
I23-1332-I11_S2502_R1_001;I23-1332-I11;sample;Pseudomonadaceae;0,16;4293;83486
I23-1332-I12_S2518_R1_001;I23-1332-I12;sample;Streptomycetaceae;51,34;5056;88824
I23-1332-I13_S2534_R1_001;I23-1332-I13;sample;Comamonadaceae;19,97;3901;54696
I23-1332-I14_S2550_R1_001;I23-1332-I14;sample;Pseudomonadaceae;61,58;4261;66664
I23-1332-I15_S2566_R1_001;I23-1332-I15;sample;Microbacteriaceae;19,35;7275;123326
I23-1332-I16_S2582_R1_001;I23-1332-I16;sample;Nocardioidaceae;6,03;9507;153713
