well;ID;sample;dominant_family;percentage;reads_spikein;reads
I23-1330-A02_S1582_R1_001;I23-1330-A02;negative;Microbacteriaceae;25;4;133
I23-1330-A03_S1598_R1_001;I23-1330-A03;sample;Bacillaceae;25;4;195
I23-1330-A04_S1614_R1_001;I23-1330-A04;sample;Xanthomonadaceae;57,81;2681;26192
I23-1330-A05_S1630_R1_001;I23-1330-A05;sample;Enterobacteriaceae;50;2;185
I23-1330-A06_S1646_R1_001;I23-1330-A06;sample;Xanthomonadaceae;33,93;56;672
I23-1330-A07_S1662_R1_001;I23-1330-A07;sample;Pseudomonadaceae;56,89;6158;90142
I23-1330-A08_S1678_R1_001;I23-1330-A08;sample;Burkholderiaceae;38,89;18;378
I23-1330-A09_S1694_R1_001;I23-1330-A09;sample;Pseudomonadaceae;85,54;3997;44588
I23-1330-A10_S1710_R1_001;I23-1330-A10;sample;Xanthomonadaceae;67,22;3972;44644
I23-1330-A11_S1726_R1_001;I23-1330-A11;sample;Xanthomonadaceae;42,17;6768;98113
I23-1330-A12_S1742_R1_001;I23-1330-A12;sample;Enterobacteriaceae;72,68;6291;59789
I23-1330-A13_S1758_R1_001;I23-1330-A13;sample;Pseudomonadaceae;47,78;6883;92711
I23-1330-A14_S1774_R1_001;I23-1330-A14;sample;Comamonadaceae;29,2;6164;67276
I23-1330-A15_S1790_R1_001;I23-1330-A15;sample;Xanthomonadaceae;46,45;7840;112989
I23-1330-A16_S1806_R1_001;I23-1330-A16;sample;Alcaligenaceae;76,26;219;3093
I23-1330-A17_S1822_R1_001;I23-1330-A17;sample;Xanthomonadaceae;75,76;3886;52160
I23-1330-A18_S1838_R1_001;I23-1330-A18;sample;Xanthomonadaceae;21,96;683;6435
I23-1330-A19_S1854_R1_001;I23-1330-A19;sample;Xanthomonadaceae;80,73;6342;89851
I23-1330-A20_S1870_R1_001;I23-1330-A20;sample;Paenibacillaceae;6,63;1675;19395
I23-1330-A21_S1886_R1_001;I23-1330-A21;sample;Xanthomonadaceae;76,62;6219;76500
I23-1330-A22_S1902_R1_001;I23-1330-A22;sample;0;0;0;130
I23-1330-A23_S1918_R1_001;I23-1330-A23;sample;Alcaligenaceae;25,48;6990;89407
I23-1330-A24_S1934_R1_001;I23-1330-A24;sample;0;0;8;154
I23-1330-B01_S1567_R1_001;I23-1330-B01;postive;Hominidae;3,15;4882;80861
I23-1330-B02_S1583_R1_001;I23-1330-B02;negative ;Pseudomonadaceae;20;5;161
I23-1330-B03_S1599_R1_001;I23-1330-B03;sample;Cellulomonadaceae;20,31;128;1976
I23-1330-B04_S1615_R1_001;I23-1330-B04;sample;Xanthomonadaceae;61,9;42;771
I23-1330-B05_S1631_R1_001;I23-1330-B05;sample;Micrococcaceae;30,23;4733;68317
I23-1330-B06_S1647_R1_001;I23-1330-B06;sample;Xanthomonadaceae;79,73;1100;11530
I23-1330-B07_S1663_R1_001;I23-1330-B07;sample;Microbacteriaceae;53,8;8477;121142
I23-1330-B08_S1679_R1_001;I23-1330-B08;sample;Microbacteriaceae;13,96;3883;52965
I23-1330-B09_S1695_R1_001;I23-1330-B09;sample;0;0;6;152
I23-1330-B10_S1711_R1_001;I23-1330-B10;sample;Micrococcaceae;28,13;3039;31252
I23-1330-B11_S1727_R1_001;I23-1330-B11;sample;Micrococcaceae;19,43;5662;81636
I23-1330-B12_S1743_R1_001;I23-1330-B12;sample;Streptomycetaceae;40;20;205
I23-1330-B13_S1759_R1_001;I23-1330-B13;sample;Alcaligenaceae;21,79;78;953
I23-1330-B14_S1775_R1_001;I23-1330-B14;sample;Micrococcaceae;26,44;6949;92027
I23-1330-B15_S1791_R1_001;I23-1330-B15;sample;Microbacteriaceae;84,58;5324;91615
I23-1330-B16_S1807_R1_001;I23-1330-B16;sample;Hominidae;50;232;2676
I23-1330-B17_S1823_R1_001;I23-1330-B17;sample;Paenibacillaceae;3,73;2520;32786
I23-1330-B18_S1839_R1_001;I23-1330-B18;sample;Burkholderiaceae;28,4;81;1005
I23-1330-B19_S1855_R1_001;I23-1330-B19;sample;Microbacteriaceae;45,15;5938;66551
I23-1330-B20_S1871_R1_001;I23-1330-B20;sample;Xanthomonadaceae;83,8;2124;19839
I23-1330-B21_S1887_R1_001;I23-1330-B21;sample;Streptomycetaceae;69,23;26;376
I23-1330-B22_S1903_R1_001;I23-1330-B22;sample;Microbacteriaceae;16,05;1333;20112
I23-1330-B23_S1919_R1_001;I23-1330-B23;sample;Microbacteriaceae;15,58;77;1119
I23-1330-B24_S1935_R1_001;I23-1330-B24;sample;Microbacteriaceae;16,52;1858;22174
I23-1330-C01_S1568_R1_001;I23-1330-C01;sample;Alcaligenaceae;25,48;8152;117800
I23-1330-C02_S1584_R1_001;I23-1330-C02;sample;Boseaceae;18,97;58;720
I23-1330-C03_S1600_R1_001;I23-1330-C03;sample;0;0;0;116
I23-1330-C04_S1616_R1_001;I23-1330-C04;sample;Comamonadaceae;77,36;4805;49714
I23-1330-C05_S1632_R1_001;I23-1330-C05;sample;Bacillaceae;100;1;122
I23-1330-C06_S1648_R1_001;I23-1330-C06;sample;Alcaligenaceae;30,68;5841;63604
I23-1330-C07_S1664_R1_001;I23-1330-C07;sample;Moraxellaceae;33,33;3;155
I23-1330-C08_S1680_R1_001;I23-1330-C08;sample;Micrococcaceae;20,64;7592;86443
I23-1330-C09_S1696_R1_001;I23-1330-C09;sample;Micrococcaceae;100;1;198
I23-1330-C10_S1712_R1_001;I23-1330-C10;sample;Comamonadaceae;38,37;404;4217
I23-1330-C11_S1728_R1_001;I23-1330-C11;sample;Comamonadaceae;33,5;5681;79824
I23-1330-C12_S1744_R1_001;I23-1330-C12;sample;Micrococcaceae;74,14;58;689
I23-1330-C13_S1760_R1_001;I23-1330-C13;sample;Chitinophagaceae;11,76;17;202
I23-1330-C14_S1776_R1_001;I23-1330-C14;sample;Rhodanobacteraceae;4,76;21;291
I23-1330-C15_S1792_R1_001;I23-1330-C15;sample;Xanthomonadaceae;37,21;129;1278
I23-1330-C16_S1808_R1_001;I23-1330-C16;sample;Enterobacteriaceae;70,44;3315;34210
I23-1330-C17_S1824_R1_001;I23-1330-C17;sample;Nocardiaceae;5,88;17;221
I23-1330-C18_S1840_R1_001;I23-1330-C18;sample;Bacillaceae;67,41;7965;97831
I23-1330-C19_S1856_R1_001;I23-1330-C19;sample;Microbacteriaceae;16,46;322;2577
I23-1330-C20_S1872_R1_001;I23-1330-C20;sample;Sphingobacteriaceae;2,41;83;865
I23-1330-C21_S1888_R1_001;I23-1330-C21;sample;Flavobacteriaceae;18,2;1368;23272
I23-1330-C22_S1904_R1_001;I23-1330-C22;sample;Enterobacteriaceae;89,52;1088;17956
I23-1330-C23_S1920_R1_001;I23-1330-C23;sample;Sphingobacteriaceae;1,67;8007;98617
I23-1330-C24_S1936_R1_001;I23-1330-C24;sample;Enterobacteriaceae;87,37;578;6497
I23-1330-D01_S1569_R1_001;I23-1330-D01;sample;Pseudomonadaceae;57,69;78;1127
I23-1330-D02_S1585_R1_001;I23-1330-D02;sample;Microbacteriaceae;53,27;6281;96207
I23-1330-D03_S1601_R1_001;I23-1330-D03;sample;Rhodanobacteraceae;20,2;99;1519
I23-1330-D04_S1617_R1_001;I23-1330-D04;sample;Burkholderiaceae;22,22;27;455
I23-1330-D05_S1633_R1_001;I23-1330-D05;sample;Microbacteriaceae;23,76;6443;103951
I23-1330-D06_S1649_R1_001;I23-1330-D06;sample;0;0;5;122
I23-1330-D07_S1665_R1_001;I23-1330-D07;sample;Boseaceae;18;50;595
I23-1330-D08_S1681_R1_001;I23-1330-D08;sample;Burkholderiaceae;53,85;13;270
I23-1330-D09_S1697_R1_001;I23-1330-D09;sample;Pseudomonadaceae;56,98;5165;66118
I23-1330-D10_S1713_R1_001;I23-1330-D10;sample;Streptomycetaceae;53,94;6263;85179
I23-1330-D11_S1729_R1_001;I23-1330-D11;sample;Xanthomonadaceae;59,09;22;256
I23-1330-D12_S1745_R1_001;I23-1330-D12;sample;Rhizobiaceae;74,07;54;598
I23-1330-D13_S1761_R1_001;I23-1330-D13;sample;Xanthomonadaceae;42,11;38;471
I23-1330-D14_S1777_R1_001;I23-1330-D14;sample;Xanthomonadaceae;88,01;5586;65609
I23-1330-D15_S1793_R1_001;I23-1330-D15;sample;Xanthomonadaceae;82,89;1321;27519
I23-1330-D16_S1809_R1_001;I23-1330-D16;sample;Boseaceae;13,77;138;1917
I23-1330-D17_S1825_R1_001;I23-1330-D17;sample;Pseudomonadaceae;95,49;355;3744
I23-1330-D18_S1841_R1_001;I23-1330-D18;sample;Alcaligenaceae;82,17;230;2289
I23-1330-D19_S1857_R1_001;I23-1330-D19;sample;Xanthomonadaceae;38,29;3045;35657
I23-1330-D20_S1873_R1_001;I23-1330-D20;sample;Xanthomonadaceae;79,79;1123;12702
I23-1330-D21_S1889_R1_001;I23-1330-D21;sample;Xanthomonadaceae;33,33;6;135
I23-1330-D22_S1905_R1_001;I23-1330-D22;sample;Microbacteriaceae;18,34;4494;71248
I23-1330-D23_S1921_R1_001;I23-1330-D23;sample;Boseaceae;13,33;30;234
I23-1330-D24_S1937_R1_001;I23-1330-D24;sample;Microbacteriaceae;17,99;5546;67261
I23-1330-E01_S1570_R1_001;I23-1330-E01;sample;Paenibacillaceae;25;4;322
I23-1330-E02_S1586_R1_001;I23-1330-E02;sample;Enterobacteriaceae;58,92;2500;30596
I23-1330-E03_S1602_R1_001;I23-1330-E03;sample;Alcaligenaceae;58,87;7370;96967
I23-1330-E04_S1618_R1_001;I23-1330-E04;sample;Bacillaceae;77,76;4865;58425
I23-1330-E05_S1634_R1_001;I23-1330-E05;sample;Promicromonosporaceae;48,66;6065;95536
I23-1330-E06_S1650_R1_001;I23-1330-E06;sample;Pseudomonadaceae;40;60;951
I23-1330-E07_S1666_R1_001;I23-1330-E07;sample;Paenibacillaceae;89,13;3983;77798
I23-1330-E08_S1682_R1_001;I23-1330-E08;sample;Xanthomonadaceae;55,77;4264;47733
I23-1330-E09_S1698_R1_001;I23-1330-E09;sample;Pseudomonadaceae;50;2;244
I23-1330-E10_S1714_R1_001;I23-1330-E10;sample;Brucellaceae;14,41;222;2411
I23-1330-E11_S1730_R1_001;I23-1330-E11;sample;Moraxellaceae;9,38;32;616
I23-1330-E12_S1746_R1_001;I23-1330-E12;sample;Xanthomonadaceae;73,64;110;1107
I23-1330-E13_S1762_R1_001;I23-1330-E13;sample;Pseudomonadaceae;87,36;9012;140921
I23-1330-E14_S1778_R1_001;I23-1330-E14;sample;Enterobacteriaceae;74,32;74;690
I23-1330-E15_S1794_R1_001;I23-1330-E15;sample;Pseudomonadaceae;87,54;9802;143928
I23-1330-E16_S1810_R1_001;I23-1330-E16;sample;Micrococcaceae;7,14;14;401
I23-1330-E17_S1826_R1_001;I23-1330-E17;sample;Enterobacteriaceae;51,11;90;840
I23-1330-E18_S1842_R1_001;I23-1330-E18;sample;Mycobacteriaceae;9,52;42;511
I23-1330-E19_S1858_R1_001;I23-1330-E19;sample;Pseudomonadaceae;93,35;7964;121393
I23-1330-E20_S1874_R1_001;I23-1330-E20;sample;0;0;7;191
I23-1330-E21_S1890_R1_001;I23-1330-E21;sample;Pseudomonadaceae;92,85;8514;119478
I23-1330-E22_S1906_R1_001;I23-1330-E22;sample;Comamonadaceae;69,7;4766;71145
I23-1330-E23_S1922_R1_001;I23-1330-E23;sample;Pseudomonadaceae;93,57;5662;85446
I23-1330-E24_S1938_R1_001;I23-1330-E24;sample;0;0;0;123
I23-1330-F01_S1571_R1_001;I23-1330-F01;sample;Xanthomonadaceae;81,77;192;1901
I23-1330-F02_S1587_R1_001;I23-1330-F02;sample;Bacillaceae;0,82;489;5923
I23-1330-F03_S1603_R1_001;I23-1330-F03;sample;Enterobacteriaceae;88,25;434;4429
I23-1330-F04_S1619_R1_001;I23-1330-F04;sample;Microbacteriaceae;18,28;5650;76290
I23-1330-F05_S1635_R1_001;I23-1330-F05;sample;Xanthomonadaceae;68,14;1083;16798
I23-1330-F06_S1651_R1_001;I23-1330-F06;sample;Microbacteriaceae;22,49;7251;89335
I23-1330-F07_S1667_R1_001;I23-1330-F07;sample;Microbacteriaceae;18,12;6390;104259
I23-1330-F08_S1683_R1_001;I23-1330-F08;sample;Xanthomonadaceae;54,55;11;195
I23-1330-F09_S1699_R1_001;I23-1330-F09;sample;Microbacteriaceae;18,55;2835;43450
I23-1330-F10_S1715_R1_001;I23-1330-F10;sample;Pseudomonadaceae;82,8;4425;49952
I23-1330-F11_S1731_R1_001;I23-1330-F11;sample;Xanthomonadaceae;63,26;6061;74648
I23-1330-F12_S1747_R1_001;I23-1330-F12;sample;Rhizobiaceae;24,91;293;3966
I23-1330-F13_S1763_R1_001;I23-1330-F13;sample;Alcaligenaceae;45,12;8806;106618
I23-1330-F14_S1779_R1_001;I23-1330-F14;sample;Micrococcaceae;8,33;12;271
I23-1330-F15_S1795_R1_001;I23-1330-F15;sample;Pseudomonadaceae;53,33;60;657
I23-1330-F16_S1811_R1_001;I23-1330-F16;sample;Rhizobiaceae;80,82;7519;83660
I23-1330-F17_S1827_R1_001;I23-1330-F17;sample;Pseudomonadaceae;90,43;94;1348
I23-1330-F18_S1843_R1_001;I23-1330-F18;sample;Microbacteriaceae;22,75;4114;41743
I23-1330-F19_S1859_R1_001;I23-1330-F19;sample;Microbacteriaceae;84,78;4101;64680
I23-1330-F20_S1875_R1_001;I23-1330-F20;sample;Bacillaceae;86,87;6724;94642
I23-1330-F21_S1891_R1_001;I23-1330-F21;sample;Intrasporangiaceae;1,99;7141;87114
I23-1330-F22_S1907_R1_001;I23-1330-F22;sample;Microbacteriaceae;82,31;5151;84810
I23-1330-F23_S1923_R1_001;I23-1330-F23;sample;Burkholderiaceae;87,28;2084;22389
I23-1330-F24_S1939_R1_001;I23-1330-F24;sample;Microbacteriaceae;83,18;5249;65329
I23-1330-G01_S1572_R1_001;I23-1330-G01;sample;Bacillaceae;92,73;1141;17459
I23-1330-G02_S1588_R1_001;I23-1330-G02;sample;Microbacteriaceae;50;2;151
I23-1330-G03_S1604_R1_001;I23-1330-G03;sample;Pseudomonadaceae;59,72;8109;94445
I23-1330-G04_S1620_R1_001;I23-1330-G04;sample;0;0;3;173
I23-1330-G05_S1636_R1_001;I23-1330-G05;sample;Pseudomonadaceae;94,76;3093;38748
I23-1330-G06_S1652_R1_001;I23-1330-G06;sample;Bacillaceae;84,22;7977;106067
I23-1330-G07_S1668_R1_001;I23-1330-G07;sample;Pseudomonadaceae;33,32;9457;113576
I23-1330-G08_S1684_R1_001;I23-1330-G08;sample;0;0;0;153
I23-1330-G09_S1700_R1_001;I23-1330-G09;sample;Weeksellaceae;42,86;21;402
I23-1330-G10_S1716_R1_001;I23-1330-G10;sample;Micrococcaceae;21,91;785;9693
I23-1330-G11_S1732_R1_001;I23-1330-G11;sample;Pseudomonadaceae;93,59;12340;162469
I23-1330-G12_S1748_R1_001;I23-1330-G12;sample;0;0;3;164
I23-1330-G13_S1764_R1_001;I23-1330-G13;sample;Pseudomonadaceae;94,52;10494;143980
I23-1330-G14_S1780_R1_001;I23-1330-G14;sample;Microbacteriaceae;16,67;6;262
I23-1330-G15_S1796_R1_001;I23-1330-G15;sample;Enterobacteriaceae;90,66;9172;109231
I23-1330-G16_S1812_R1_001;I23-1330-G16;sample;Micrococcaceae;82,35;5897;65265
I23-1330-G17_S1828_R1_001;I23-1330-G17;sample;Pseudomonadaceae;94,42;11574;159443
I23-1330-G18_S1844_R1_001;I23-1330-G18;sample;Comamonadaceae;56,82;5986;66627
I23-1330-G19_S1860_R1_001;I23-1330-G19;sample;Enterobacteriaceae;46,44;969;9301
I23-1330-G20_S1876_R1_001;I23-1330-G20;sample;Burkholderiaceae;71,34;7400;99650
I23-1330-G21_S1892_R1_001;I23-1330-G21;sample;Rhizobiaceae;34,93;1749;16838
I23-1330-G22_S1908_R1_001;I23-1330-G22;sample;Bacillaceae;80,62;5181;71871
I23-1330-G23_S1924_R1_001;I23-1330-G23;sample;Micrococcaceae;30,23;129;1263
I23-1330-G24_S1940_R1_001;I23-1330-G24;sample;Micrococcaceae;25,24;3272;36513
I23-1330-H01_S1573_R1_001;I23-1330-H01;sample;Alcaligenaceae;76,73;318;4451
I23-1330-H02_S1589_R1_001;I23-1330-H02;sample;Microbacteriaceae;25,04;3219;54917
I23-1330-H03_S1605_R1_001;I23-1330-H03;sample;Paenibacillaceae;14,93;8758;102059
I23-1330-H04_S1621_R1_001;I23-1330-H04;sample;Microbacteriaceae;23,02;1151;15228
I23-1330-H05_S1637_R1_001;I23-1330-H05;sample;Pseudomonadaceae;85,71;581;9209
I23-1330-H06_S1653_R1_001;I23-1330-H06;sample;Microbacteriaceae;14,78;8010;112246
I23-1330-H07_S1669_R1_001;I23-1330-H07;sample;Bacillaceae;7,46;7667;107515
I23-1330-H08_S1685_R1_001;I23-1330-H08;sample;Microbacteriaceae;17,43;7700;94969
I23-1330-H09_S1701_R1_001;I23-1330-H09;sample;Pseudomonadaceae;64,64;5886;81710
I23-1330-H10_S1717_R1_001;I23-1330-H10;sample;Microbacteriaceae;83,5;9466;146050
I23-1330-H11_S1733_R1_001;I23-1330-H11;sample;Streptomycetaceae;87,35;4286;73256
I23-1330-H12_S1749_R1_001;I23-1330-H12;sample;Microbacteriaceae;16,12;10605;144036
I23-1330-H13_S1765_R1_001;I23-1330-H13;sample;Comamonadaceae;19,26;9128;131580
I23-1330-H14_S1781_R1_001;I23-1330-H14;sample;Pseudomonadaceae;47,24;11120;157432
I23-1330-H15_S1797_R1_001;I23-1330-H15;sample;Comamonadaceae;35,8;8972;122353
I23-1330-H16_S1813_R1_001;I23-1330-H16;sample;Microbacteriaceae;24,54;10243;152950
I23-1330-H17_S1829_R1_001;I23-1330-H17;sample;Intrasporangiaceae;69,65;1219;10394
I23-1330-H18_S1845_R1_001;I23-1330-H18;sample;Microbacteriaceae;81,25;16;284
I23-1330-H19_S1861_R1_001;I23-1330-H19;sample;Bacillaceae;90,47;5310;79454
I23-1330-H20_S1877_R1_001;I23-1330-H20;sample;Xanthomonadaceae;85,18;3778;41700
I23-1330-H21_S1893_R1_001;I23-1330-H21;sample;Rhizobiaceae;40,82;98;787
I23-1330-H22_S1909_R1_001;I23-1330-H22;sample;Microbacteriaceae;21,28;2058;27459
I23-1330-H23_S1925_R1_001;I23-1330-H23;sample;Pseudomonadaceae;77,16;7497;102099
I23-1330-H24_S1941_R1_001;I23-1330-H24;sample;Intrasporangiaceae;2,07;4051;51098
I23-1330-I01_S1574_R1_001;I23-1330-I01;sample;Rhizobiaceae;3,17;9120;136931
I23-1330-I02_S1590_R1_001;I23-1330-I02;sample;Micrococcaceae;25,4;1256;17427
I23-1330-I03_S1606_R1_001;I23-1330-I03;sample;Pseudomonadaceae;53,21;9134;116502
I23-1330-I04_S1622_R1_001;I23-1330-I04;sample;Bacillaceae;58,11;9660;135971
I23-1330-I05_S1638_R1_001;I23-1330-I05;sample;Weeksellaceae;46,43;28;365
I23-1330-I06_S1654_R1_001;I23-1330-I06;sample;Micrococcaceae;79,97;679;7400
I23-1330-I07_S1670_R1_001;I23-1330-I07;sample;Microbacteriaceae;19,34;1887;20649
I23-1330-I08_S1686_R1_001;I23-1330-I08;sample;Xanthomonadaceae;92,88;5039;60719
I23-1330-I09_S1702_R1_001;I23-1330-I09;sample;Micrococcaceae;17,12;10832;143170
I23-1330-I10_S1718_R1_001;I23-1330-I10;sample;Micrococcaceae;27,02;2224;36371
I23-1330-I11_S1734_R1_001;I23-1330-I11;sample;Microbacteriaceae;38,46;13;393
I23-1330-I12_S1750_R1_001;I23-1330-I12;sample;Bacillaceae;85,44;4438;70849
I23-1330-I13_S1766_R1_001;I23-1330-I13;sample;Xanthomonadaceae;25;4;221
I23-1330-I14_S1782_R1_001;I23-1330-I14;sample;Xanthomonadaceae;65,23;16119;239690
I23-1330-I15_S1798_R1_001;I23-1330-I15;sample;Cellulomonadaceae;12,6;127;1363
I23-1330-I16_S1814_R1_001;I23-1330-I16;sample;Nocardiaceae;35,1;2299;27410
I23-1330-I17_S1830_R1_001;I23-1330-I17;sample;Xanthomonadaceae;25;4;138
I23-1330-I18_S1846_R1_001;I23-1330-I18;sample;Micrococcaceae;28,99;6236;65833
I23-1330-I19_S1862_R1_001;I23-1330-I19;sample;Micrococcaceae;5,88;17;275
I23-1330-I20_S1878_R1_001;I23-1330-I20;sample;Pseudomonadaceae;50,84;5004;82918
I23-1330-I21_S1894_R1_001;I23-1330-I21;sample;Xanthomonadaceae;67,64;2902;45152
I23-1330-I22_S1910_R1_001;I23-1330-I22;sample;Bacillaceae;87,62;5365;80939
I23-1330-I23_S1926_R1_001;I23-1330-I23;sample;Pseudomonadaceae;89,02;4436;55615
I23-1330-I24_S1942_R1_001;I23-1330-I24;sample;Xanthomonadaceae;92,2;4155;51340
I23-1330-J01_S1575_R1_001;I23-1330-J01;sample;Pseudomonadaceae;76,64;7640;112902
I23-1330-J02_S1591_R1_001;I23-1330-J02;sample;Micrococcaceae;15,53;2833;27302
I23-1330-J03_S1607_R1_001;I23-1330-J03;sample;Microbacteriaceae;50;2;144
I23-1330-J04_S1623_R1_001;I23-1330-J04;sample;Micrococcaceae;24,47;1042;8986
I23-1330-J05_S1639_R1_001;I23-1330-J05;sample;Xanthomonadaceae;3,28;1067;11771
I23-1330-J06_S1655_R1_001;I23-1330-J06;sample;Micrococcaceae;22,2;500;4186
I23-1330-J07_S1671_R1_001;I23-1330-J07;sample;Pseudomonadaceae;67,52;6300;94630
I23-1330-J08_S1687_R1_001;I23-1330-J08;sample;Micrococcaceae;27,22;9195;101643
I23-1330-J09_S1703_R1_001;I23-1330-J09;sample;Sphingomonadaceae;49,1;10521;144255
I23-1330-J10_S1719_R1_001;I23-1330-J10;sample;Micrococcaceae;15,54;560;7481
I23-1330-J11_S1735_R1_001;I23-1330-J11;sample;Alcaligenaceae;26,02;5646;64771
I23-1330-J12_S1751_R1_001;I23-1330-J12;sample;Enterobacteriaceae;72,22;18;380
I23-1330-J13_S1767_R1_001;I23-1330-J13;sample;Intrasporangiaceae;4,28;6256;69477
I23-1330-J14_S1783_R1_001;I23-1330-J14;sample;Microbacteriaceae;20,05;10646;152660
I23-1330-J15_S1799_R1_001;I23-1330-J15;sample;Micrococcaceae;24,11;10554;152199
I23-1330-J16_S1815_R1_001;I23-1330-J16;sample;Micrococcaceae;20,8;1000;9611
I23-1330-J17_S1831_R1_001;I23-1330-J17;sample;Micrococcaceae;26,67;705;6970
I23-1330-J18_S1847_R1_001;I23-1330-J18;sample;0;0;1;77
I23-1330-J19_S1863_R1_001;I23-1330-J19;sample;Corynebacteriaceae;11,11;9;272
I23-1330-J20_S1879_R1_001;I23-1330-J20;sample;Micrococcaceae;27,13;844;8941
I23-1330-J21_S1895_R1_001;I23-1330-J21;sample;Xanthomonadaceae;57,71;1194;14522
I23-1330-J22_S1911_R1_001;I23-1330-J22;sample;Microbacteriaceae;15,35;1896;21202
I23-1330-J23_S1927_R1_001;I23-1330-J23;sample;Micrococcaceae;33,7;3926;46685
I23-1330-J24_S1943_R1_001;I23-1330-J24;sample;Micrococcaceae;26,35;1021;10678
I23-1330-K01_S1576_R1_001;I23-1330-K01;sample;Pseudomonadaceae;77,62;8750;135481
I23-1330-K02_S1592_R1_001;I23-1330-K02;sample;Pseudomonadaceae;62,4;375;6687
I23-1330-K03_S1608_R1_001;I23-1330-K03;sample;Xanthomonadaceae;49,74;7469;99077
I23-1330-K04_S1624_R1_001;I23-1330-K04;sample;Microbacteriaceae;16,83;7661;104949
I23-1330-K05_S1640_R1_001;I23-1330-K05;sample;Pseudomonadaceae;58,33;12;241
I23-1330-K06_S1656_R1_001;I23-1330-K06;sample;Pseudomonadaceae;94,11;1579;26270
I23-1330-K07_S1672_R1_001;I23-1330-K07;sample;Comamonadaceae;4,17;96;874
I23-1330-K08_S1688_R1_001;I23-1330-K08;sample;Pseudomonadaceae;66,74;5975;72903
I23-1330-K09_S1704_R1_001;I23-1330-K09;sample;Comamonadaceae;7,43;148;1406
I23-1330-K10_S1720_R1_001;I23-1330-K10;sample;Burkholderiaceae;41,96;398;5175
I23-1330-K11_S1736_R1_001;I23-1330-K11;sample;Pseudomonadaceae;51,79;8625;114970
I23-1330-K12_S1752_R1_001;I23-1330-K12;sample;Xanthomonadaceae;69,86;9689;114908
I23-1330-K13_S1768_R1_001;I23-1330-K13;sample;Pseudomonadaceae;69,87;6282;68217
I23-1330-K14_S1784_R1_001;I23-1330-K14;sample;Microbacteriaceae;14,53;1948;25338
I23-1330-K15_S1800_R1_001;I23-1330-K15;sample;Pseudomonadaceae;88,76;8620;112911
I23-1330-K16_S1816_R1_001;I23-1330-K16;sample;Microbacteriaceae;12,8;211;2675
I23-1330-K17_S1832_R1_001;I23-1330-K17;sample;Microbacteriaceae;15,6;250;2673
I23-1330-K18_S1848_R1_001;I23-1330-K18;sample;Xanthomonadaceae;33,16;1134;11397
I23-1330-K19_S1864_R1_001;I23-1330-K19;sample;Rhizobiaceae;48,12;692;9502
I23-1330-K20_S1880_R1_001;I23-1330-K20;sample;Enterobacteriaceae;35,99;1520;17918
I23-1330-K21_S1896_R1_001;I23-1330-K21;sample;Rhizobiaceae;18,81;1180;9536
I23-1330-K22_S1912_R1_001;I23-1330-K22;sample;Xanthomonadaceae;53,04;4970;67793
I23-1330-K23_S1928_R1_001;I23-1330-K23;sample;Microbacteriaceae;11,02;617;6925
I23-1330-K24_S1944_R1_001;I23-1330-K24;sample;Xanthomonadaceae;67,99;5932;76580
I23-1330-L01_S1577_R1_001;I23-1330-L01;sample;Bacillaceae;79,39;6919;125862
I23-1330-L02_S1593_R1_001;I23-1330-L02;sample;Microbacteriaceae;17,99;4191;49655
I23-1330-L03_S1609_R1_001;I23-1330-L03;sample;Micrococcaceae;81,99;6768;84001
I23-1330-L04_S1625_R1_001;I23-1330-L04;sample;Microbacteriaceae;17,39;6019;74815
I23-1330-L05_S1641_R1_001;I23-1330-L05;sample;Microbacteriaceae;17,95;1393;18483
I23-1330-L06_S1657_R1_001;I23-1330-L06;sample;Pseudomonadaceae;52,59;6836;90151
I23-1330-L07_S1673_R1_001;I23-1330-L07;sample;Weeksellaceae;37,04;27;439
I23-1330-L08_S1689_R1_001;I23-1330-L08;sample;Micrococcaceae;16,17;3550;34825
I23-1330-L09_S1705_R1_001;I23-1330-L09;sample;Pseudomonadaceae;62,52;11347;175687
I23-1330-L10_S1721_R1_001;I23-1330-L10;sample;Micrococcaceae;24,32;148;2209
I23-1330-L11_S1737_R1_001;I23-1330-L11;sample;Pseudomonadaceae;61,82;8145;124571
I23-1330-L12_S1753_R1_001;I23-1330-L12;sample;Rhizobiaceae;89,51;11140;128119
I23-1330-L13_S1769_R1_001;I23-1330-L13;sample;Weeksellaceae;66,45;313;5164
I23-1330-L14_S1785_R1_001;I23-1330-L14;sample;Streptomycetaceae;53,69;9391;133711
I23-1330-L15_S1801_R1_001;I23-1330-L15;sample;Pseudomonadaceae;66,51;5674;71263
I23-1330-L16_S1817_R1_001;I23-1330-L16;sample;Enterobacteriaceae;78,38;37;588
I23-1330-L17_S1833_R1_001;I23-1330-L17;sample;Weeksellaceae;50;12;274
I23-1330-L18_S1849_R1_001;I23-1330-L18;sample;Micrococcaceae;31,74;2511;27787
I23-1330-L19_S1865_R1_001;I23-1330-L19;sample;Microbacteriaceae;27,77;7343;109442
I23-1330-L20_S1881_R1_001;I23-1330-L20;sample;Erwiniaceae;30,13;9398;139964
I23-1330-L21_S1897_R1_001;I23-1330-L21;sample;Comamonadaceae;40,05;2724;27374
I23-1330-L22_S1913_R1_001;I23-1330-L22;sample;0;0;1;132
